,experiment,model,hyparams,train mean acc,train std acc,train mean f1,train std f1,train mean roc,train std roc,train mean precision,train std precision,train mean recall,train std recall,train exec time,test mean acc,test std acc,test mean f1,test std f1,test mean roc,test std roc,test mean precision,test std precision,test mean recall,test std recall,test exec time
0,Ionosphere-rvfl,RVFL,neurons: 70 Regularization Value 64,0.853, 0.027,0.887,0.024,0.897,0.024,0.853,0.016,0.928,0.043,1043.9280426502228,0.850,0.009,0.892,0.007,0.894,0.013,0.904,0.010,0.880,0.009,3.1463050842285156
